a,b,zip_code,d,name,f,canton,h,I,j,k,l,m
104,20,1000,0,Lausanne,Lausanne,VD,2,,0,130,5586,19880301
105,80,1000,1,Lausanne 1 Dépôt,Lausanne 1 Dépôt,VD,2,,0,130,5586,20050401
106,80,1000,2,Lausanne 2,Lausanne 2,VD,2,,0,130,5586,20080101
107,30,1000,3,Lausanne 3,Lausanne 3,VD,2,,0,107,5586,19860521
110,30,1000,6,Lausanne 6,Lausanne 6,VD,2,,0,110,5586,19930210
111,30,1000,7,Lausanne 7,Lausanne 7,VD,2,,0,111,5586,19930928
112,30,1000,8,Lausanne 8,Lausanne 8,VD,2,,0,112,5586,19970520
114,30,1000,12,Lausanne 12,Lausanne 12,VD,2,,0,114,5586,19940621
116,30,1000,14,Lausanne 14,Lausanne 14,VD,2,,0,116,5586,19920210
117,30,1000,16,Lausanne 16,Lausanne 16,VD,2,,0,117,5586,19860521
118,80,1000,17,Lausanne 17,Lausanne 17,VD,2,,0,118,5586,20060601
119,80,1000,19,Lausanne 19,Lausanne 19,VD,2,,0,119,5586,20040501
120,30,1000,20,Lausanne 20,Lausanne 20,VD,2,,0,120,5586,19930906
121,30,1000,21,Lausanne 21,Lausanne 21,VD,2,,0,121,5586,19860521
122,30,1000,22,Lausanne 22,Lausanne 22,VD,2,,0,122,5586,19860521
123,30,1000,23,Lausanne 23,Lausanne 23,VD,2,,0,123,5586,19910627
124,80,1000,24,Lausanne 24,Lausanne 24 Vennes,VD,2,,0,124,5586,20060601
125,20,1000,25,Lausanne 25,Lausanne 25,VD,2,,1,7496,5586,20121001
126,10,1000,26,Lausanne 26,Lausanne 26,VD,2,,1,126,5586,19860521
127,20,1000,27,Lausanne 27,Lausanne 27,VD,2,,1,126,5586,19970728
130,80,1000,60,Lausanne Dist,Lausanne Distribution,VD,2,,0,130,5586,19980318
132,40,1000,65,Lausanne Swisscom,Lausanne Swisscom,VD,2,,0,122,5586,20030501
145,30,1001,1,Lausanne,Lausanne,VD,2,,0,145,5586,19980318
149,30,1002,0,Lausanne,Lausanne,VD,2,,0,149,5586,19991025
150,20,1003,0,Lausanne,Lausanne,VD,2,,1,130,5586,19860521
151,20,1004,0,Lausanne,Lausanne,VD,2,,1,130,5586,19860521
152,20,1005,0,Lausanne,Lausanne,VD,2,,1,130,5586,19860521
153,20,1006,0,Lausanne,Lausanne,VD,2,,1,130,5586,19860521
154,20,1007,0,Lausanne,Lausanne,VD,2,,1,130,5586,19860521
156,10,1008,0,Prilly,Prilly,VD,2,,1,130,5589,19960610
157,10,1009,0,Pully,Pully,VD,2,,1,130,5590,19960610
158,20,1010,0,Lausanne,Lausanne,VD,2,,1,130,5586,20120601
159,20,1011,0,Lausanne,Lausanne,VD,2,,1,159,5586,20090401
160,20,1012,0,Lausanne,Lausanne,VD,2,,1,130,5586,19860521
162,40,1014,0,Lausanne Adm cant,Lausanne Adm cant VD,VD,2,,0,130,5586,20100301
163,10,1015,0,Lausanne,Lausanne,VD,2,,1,130,5635,20040401
164,20,1018,0,Lausanne,Lausanne,VD,2,,1,130,5586,20120601
165,20,1020,0,Renens VD,Renens VD,VD,2,,1,7248,5591,19911203
166,30,1020,1,Renens VD 1,Renens VD 1,VD,2,,0,166,5591,19960610
167,30,1020,2,Renens VD 2,Renens VD 2,VD,2,,0,167,5591,19960610
168,10,1022,0,Chavannes-Renens,Chavannes-près-Renens,VD,2,,1,7248,5627,19960610
169,20,1023,0,Crissier,Crissier,VD,2,,1,7172,5583,20010912
170,10,1024,0,Ecublens VD,Ecublens VD,VD,2,,1,7172,5635,19860521
171,10,1025,0,St-Sulpice VD,St-Sulpice VD,VD,2,,1,7248,5648,19860521
173,30,1026,0,Echandens-Denges,Echandens-Denges,VD,2,,0,173,5633,20050301
174,10,1027,0,Lonay,Lonay,VD,2,,1,6256,5638,19930427
175,10,1028,0,Préverenges,Préverenges,VD,2,,1,6256,5643,19860521
178,10,1030,0,Bussigny-Lausanne,Bussigny-près-Lausanne,VD,2,,1,7171,5624,19890308
179,10,1032,0,Romanel-s-Lausanne,Romanel-sur-Lausanne,VD,2,,1,7497,5592,19990908
180,10,1033,0,Cheseaux-Lausanne,Cheseaux-sur-Lausanne,VD,2,,1,7497,5582,19890329
182,10,1037,0,Etagnières,Etagnières,VD,2,,1,7497,5521,20080701
183,10,1038,0,Bercher,Bercher,VD,2,,0,183,5512,19860521
185,10,1040,0,Echallens,Echallens,VD,2,,1,7670,5518,19960806
191,20,1040,3,St-Barthélemy VD,St-Barthélemy VD,VD,2,,0,7670,5535,20021101
192,20,1377,0,Oulens-Echallens,Oulens-sous-Echallens,VD,2,,0,7670,5529,20021101
193,20,1042,4,Bettens,Bettens,VD,2,,0,208,5471,20010906
194,20,1040,2,Villars-le-Terroir,Villars-le-Terroir,VD,2,,1,7670,5537,19991209
195,20,1417,2,Epautheyres,Epautheyres,VD,2,,0,6257,5520,19900501
196,20,1041,21,Dommartin,Dommartin,VD,2,,1,7670,5540,20090201
197,20,1063,4,Peyres-Possens,Peyres-Possens,VD,2,,0,7661,5693,20010813
198,20,1063,3,Boulens,Boulens,VD,2,,0,7661,5661,20010813
199,10,1041,31,Poliez-le-Grand,Poliez-le-Grand,VD,2,,0,7670,5540,19960806
200,20,1041,32,Poliez-Pittet,Poliez-Pittet,VD,2,,0,7670,5533,20021101
201,20,1041,33,Bottens,Bottens,VD,2,,0,7670,5514,20051001
202,20,1053,2,Bretigny-Morrens,Bretigny-sur-Morrens,VD,2,,0,7650,5515,20020201
205,20,1034,0,Boussens,Boussens,VD,2,,1,7171,5473,20080701
206,20,1035,0,Bournens,Bournens,VD,2,,1,7171,5472,20080701
207,10,1036,0,Sullens,Sullens,VD,2,,1,7171,5501,20020401
208,10,1042,0,Assens,Assens,VD,2,,0,208,5511,19960806
209,20,1043,0,Sugnens,Sugnens,VD,2,,0,7670,5540,20051001
210,20,1044,0,Fey,Fey,VD,2,,0,183,5522,20061201
211,20,1045,0,Ogens,Ogens,VD,2,,0,183,5680,20020201
212,20,1407,4,Bioley-Magnoux,Bioley-Magnoux,VD,2,,0,6257,5903,20000601
213,20,1042,3,Bioley-Orjulaz,Bioley-Orjulaz,VD,2,,0,208,5513,20021201
214,10,1052,0,Mont-sur-Lausanne,Le Mont-sur-Lausanne,VD,2,,1,7650,5587,19860521
215,10,1053,0,Cugy VD,Cugy VD,VD,2,,1,7650,5516,19920427
216,10,1054,0,Morrens VD,Morrens VD,VD,2,,0,7497,5527,19860521
217,10,1055,0,Froideville,Froideville,VD,2,,0,217,5523,19860521
219,10,1410,0,Thierrens,Thierrens,VD,2,,0,6257,5693,19890601
221,10,1066,0,Epalinges,Epalinges,VD,2,,1,7496,5584,19981019
222,10,1073,0,Savigny,Savigny,VD,2,,1,789,5611,19930721
223,10,1083,0,Mézières VD,Mézières VD,VD,2,,0,223,5791,19960806
224,10,1092,0,Belmont-Lausanne,Belmont-sur-Lausanne,VD,2,,1,224,5581,19960424
225,20,1093,0,La Conversion,La Conversion,VD,2,,1,7649,5606,20061101
226,10,1094,0,Paudex,Paudex,VD,2,,1,7649,5588,19860521
227,10,1095,0,Lutry,Lutry,VD,2,,1,7649,5606,19960610
228,10,1096,0,Cully,Cully,VD,2,,1,7649,5613,19860521
229,20,1097,0,Riex,Riex,VD,2,,1,7649,5613,20000515
230,20,1098,0,Epesses,Epesses,VD,2,,0,7649,5613,20020301
233,20,1058,0,Villars-Tiercelin,Villars-Tiercelin,VD,2,,0,7670,5804,20011201
234,10,1059,0,Peney-le-Jorat,Peney-le-Jorat,VD,2,,0,243,5804,19880529
235,20,1061,0,Villars-Mendraz,Villars-Mendraz,VD,2,,0,243,5804,19990729
236,20,1062,0,Sottens,Sottens,VD,2,,0,243,5804,20040501
237,20,1063,0,Chapelle-s-Moudon,Chapelle-sur-Moudon,VD,2,,0,7661,5693,20090101
238,20,1410,5,St-Cierges,St-Cierges,VD,2,,0,6257,5693,20041001
239,20,1073,2,Mollie-Margot,Mollie-Margot,VD,2,,1,789,5611,20040701
240,10,1080,0,Les Cullayes,Les Cullayes,VD,2,,0,240,5799,20121101
241,10,1081,0,Montpreveyres,Montpreveyres,VD,2,,0,243,5792,19880529
242,20,1082,0,Corcelles-le-Jorat,Corcelles-le-Jorat,VD,2,,0,243,5785,20010907
243,10,1088,0,Ropraz,Ropraz,VD,2,,0,243,5798,20121201
244,10,1084,0,Carrouge VD,Carrouge VD,VD,2,,0,223,5782,19960806
245,20,1085,0,Vulliens,Vulliens,VD,2,,0,223,5803,20020601
246,20,1509,0,Vucherens,Vucherens,VD,2,,0,7661,5692,20030501
247,20,1510,2,Syens,Syens,VD,2,,1,7661,5688,19991021
248,20,1076,0,Ferlens VD,Ferlens VD,VD,2,,0,223,5789,19960508
249,10,1077,0,Servion,Servion,VD,2,,0,240,5799,19960806
250,20,1078,0,Essertes,Essertes,VD,2,,0,240,5788,20021101
251,20,1673,3,Auboranges,Auboranges,FR,2,,0,862,2061,19930928
254,20,1110,0,Morges,Morges,VD,2,,1,6256,5642,19860521
255,30,1110,1,Morges 1,Morges 1,VD,2,,0,255,5642,19860521
256,30,1110,2,Morges 2,Morges 2,VD,2,,0,256,5642,19860521
259,10,1112,0,Echichens,Echichens,VD,2,,0,6256,5634,19880529
260,20,1167,0,Lussy-sur-Morges,Lussy-sur-Morges,VD,2,,0,8008,5640,20021201
261,10,1132,0,Lully VD,Lully VD,VD,2,,0,6256,5639,20121101
262,10,1131,0,Tolochenaz,Tolochenaz,VD,2,,1,6256,5649,20010301
263,20,1125,0,Monnaz,Monnaz,VD,2,,0,6256,5634,20011201
264,20,1126,0,Vaux-sur-Morges,Vaux-sur-Morges,VD,2,,0,290,5650,19920618
265,20,1127,0,Clarmont,Clarmont,VD,2,,0,290,5629,19890628
266,20,1128,0,Reverolle,Reverolle,VD,2,,0,290,5644,20040801
267,20,1113,0,St-Saphorin-Morges,St-Saphorin-sur-Morges,VD,2,,0,290,5634,20020701
268,10,1114,0,Colombier VD,Colombier VD,VD,2,,0,290,5634,19880529
269,20,1115,0,Vullierens,Vullierens,VD,2,,0,290,5654,20020601
270,10,1116,0,Cottens VD,Cottens VD,VD,2,,0,290,5478,19880529
271,20,1117,0,Grancy,Grancy,VD,2,,0,290,5485,20020801
272,20,1304,4,Senarclens,Senarclens,VD,2,,1,8227,5499,20010301
273,20,1121,0,Bremblens,Bremblens,VD,2,,0,274,5622,20020601
274,10,1122,0,Romanel-sur-Morges,Romanel-sur-Morges,VD,2,,0,274,5645,19960806
275,10,1123,0,Aclens,Aclens,VD,2,,0,275,5621,19960806
276,20,1124,0,Gollion,Gollion,VD,2,,0,275,5484,20040501
279,20,1134,0,Vufflens-Château,Vufflens-le-Château,VD,2,,1,6256,5653,20010701
280,20,1135,0,Denens,Denens,VD,2,,0,290,5631,20060601
281,20,1136,0,Bussy-Chardonney,Bussy-Chardonney,VD,2,,0,290,5625,20041201
282,10,1169,0,Yens,Yens,VD,2,,0,8008,5655,20030701
283,20,1168,0,Villars-sous-Yens,Villars-sous-Yens,VD,2,,0,8008,5652,20020301
284,20,1144,0,Ballens,Ballens,VD,2,,0,290,5423,20020701
285,20,1149,0,Berolle,Berolle,VD,2,,0,290,5424,20020301
286,20,1146,0,Mollens VD,Mollens VD,VD,2,,0,290,5431,20020301
287,10,1147,0,Montricher,Montricher,VD,2,,0,290,5492,19880529
288,10,1142,0,Pampigny,Pampigny,VD,2,,0,290,5494,19880529
289,20,1141,0,Sévery,Sévery,VD,2,,0,290,5500,20011201
290,10,1143,0,Apples,Apples,VD,2,,0,290,5421,19860521
291,10,1145,0,Bière,Bière,VD,2,,0,290,5425,19860521
293,10,1148,0,L'Isle,L'Isle,VD,2,,0,290,5486,19981027
294,10,1162,0,St-Prex,St-Prex,VD,2,,1,8008,5646,19960806
295,10,1163,0,Etoy,Etoy,VD,2,,1,8008,5636,20091001
296,20,1164,0,Buchillon,Buchillon,VD,2,,0,8008,5623,20091001
297,20,1165,0,Allaman,Allaman,VD,2,,1,299,5851,19981015
298,10,1166,0,Perroy,Perroy,VD,2,,0,298,5860,19860521
299,10,1170,0,Aubonne,Aubonne,VD,2,,1,299,5422,19930610
303,20,1172,0,Bougy-Villars,Bougy-Villars,VD,2,,0,298,5426,20070701
304,10,1173,0,Féchy,Féchy,VD,2,,0,298,5427,19880529
305,20,1174,0,Montherod,Montherod,VD,2,,0,299,5432,20040701
306,10,1175,0,Lavigny,Lavigny,VD,2,,0,299,5637,19880529
307,20,1176,0,St-Livres,St-Livres,VD,2,,0,299,5435,20031101
309,10,1180,0,Rolle,Rolle,VD,2,,1,7669,5861,19890601
312,20,1182,0,Gilly,Gilly,VD,2,,0,313,5857,20010906
313,10,1183,0,Bursins,Bursins,VD,2,,0,313,5853,19880529
314,20,1184,1,Vinzel,Vinzel,VD,2,,0,313,5863,20000401
315,20,1184,0,Luins,Luins,VD,2,,0,313,5858,20020801
316,10,1185,0,Mont-sur-Rolle,Mont-sur-Rolle,VD,2,,0,7669,5859,19880529
317,20,1186,0,Essertines-Rolle,Essertines-sur-Rolle,VD,2,,0,320,5856,20030201
318,20,1187,0,St-Oyens,St-Oyens,VD,2,,0,320,5436,20011201
319,20,1189,0,Saubraz,Saubraz,VD,2,,0,320,5437,19941205
320,10,1188,0,Gimel,Gimel,VD,2,,0,320,5428,19860521
322,30,1195,0,Dully-Bursinel,Dully-Bursinel,VD,2,,0,322,5852,20060601
323,10,1196,0,Gland,Gland,VD,2,,1,7164,5721,19960806
324,10,1197,0,Prangins,Prangins,VD,2,,1,473,5725,19860521
329,20,1200,0,Genève,Genève,GE,2,,0,356,6621,19881222
330,80,1200,1,Genève 1,Genève 1,GE,2,,0,356,6621,20080101
331,80,1200,2,Genève 2 Dépôt,Genève 2 Cornavin Dépôt,GE,2,,0,356,6621,20050601
332,80,1200,3,Genève 3,Genève 3,GE,2,,0,356,6621,20080101
333,80,1200,4,Genève 4,Genève 4,GE,2,,0,333,6621,20080101
334,80,1200,5,Genève 2 Transit,Genève 2 Transit,GE,2,,0,356,6621,20080101
335,80,1200,6,Genève 6,Genève 6,GE,2,,0,356,6621,20080101
336,80,1200,7,Genève 7,Genève 7,GE,2,,0,356,6621,20080101
337,80,1200,8,Genève 8,Genève 8,GE,2,,0,356,6621,20080101
339,80,1200,11,Genève 11,Genève 11,GE,2,,0,356,6621,20080101
340,80,1200,12,Genève 12,Genève 12,GE,2,,0,356,6621,20080101
341,80,1200,13,Genève 13,Genève 13,GE,2,,0,356,6621,20080101
343,80,1200,17,Genève 17,Genève 17,GE,2,,0,356,6621,20080101
345,80,1200,19,Genève 19,Genève 19,GE,2,,0,356,6621,20080101
346,80,1200,20,Genève 20,Genève 20,GE,2,,0,356,6621,20080101
347,80,1200,21,Genève 21,Genève 21,GE,2,,0,356,6621,20080101
350,80,1200,26,Genève 26,Genève 26,GE,2,,0,350,6628,20080101
351,80,1200,28,Genève 28 Balexert,Genève 28 Balexert,GE,2,,0,351,6621,20080101
352,80,1200,50,Genève (CLT),Genève Centre logistique,GE,2,,0,352,6621,20060901
356,80,1200,60,Genève 2 Dist,Genève 2 Distribution,GE,2,,0,356,6621,19980319
358,80,1200,70,Genève Dist Ba,Genève Dist Ba,GE,2,,0,358,6621,19981123
367,20,1201,0,Genève,Genève,GE,2,,1,356,6621,19860521
368,20,1202,0,Genève,Genève,GE,2,,1,356,6621,19860521
369,20,1203,0,Genève,Genève,GE,2,,1,356,6621,19860521
370,20,1204,0,Genève,Genève,GE,2,,1,356,6621,19871001
371,20,1205,0,Genève,Genève,GE,2,,1,356,6621,19860521
372,20,1206,0,Genève,Genève,GE,2,,1,356,6621,19860521
373,20,1207,0,Genève,Genève,GE,2,,1,356,6621,19981123
374,20,1208,0,Genève,Genève,GE,2,,1,356,6621,19981123
376,20,1209,0,Genève,Genève,GE,2,,1,356,6621,19860521
380,30,1211,1,Genève 1,Genève 1,GE,2,,0,380,6621,19990923
381,30,1211,2,Genève 2,Genève 2,GE,2,,0,381,6621,19860521
382,30,1211,3,Genève 3,Genève 3,GE,2,,0,382,6621,19990923
383,30,1211,4,Genève 4,Genève 4,GE,2,,0,383,6621,19940726
384,30,1211,6,Genève 6,Genève 6,GE,2,,0,384,6621,19990923
385,30,1211,7,Genève 7,Genève 7,GE,2,,0,385,6621,19860521
386,30,1211,8,Genève 8,Genève 8,GE,2,,0,386,6621,19860521
388,30,1211,10,Genève 10,Genève 10,GE,2,,0,388,6621,19871215
389,30,1211,11,Genève 11,Genève 11,GE,2,,0,389,6621,19990923
390,30,1211,12,Genève 12,Genève 12,GE,2,,0,390,6621,19860521
391,30,1211,13,Genève 13,Genève 13,GE,2,,0,391,6621,19860521
393,30,1211,17,Genève 17,Genève 17,GE,2,,0,393,6621,19860521
395,30,1211,19,Genève 19,Genève 19,GE,2,,0,395,6621,19860521
396,30,1211,20,Genève 20,Genève 20,GE,2,,0,396,6621,19871215
397,30,1211,21,Genève 21,Genève 21,GE,2,,0,397,6621,19881215
398,30,1211,22,Genève 22,Genève 22,GE,2,,0,398,6621,19961015
399,30,1211,23,Genève 23,Genève 23,GE,2,,0,399,6630,19940209
402,30,1211,26,Genève 26,Genève 26,GE,2,,0,402,6628,19860521
403,30,1211,27,Genève 27,Genève 27,GE,2,,0,403,6634,19961015
404,30,1211,28,Genève 28,Genève 28,GE,2,,0,404,6621,19860521
408,40,1211,65,Genève 2 Swisscom,Genève 2 Swisscom,GE,2,,0,381,6621,20030501
411,20,1212,0,Grand-Lancy,Grand-Lancy,GE,2,,1,7337,6628,19881001
412,30,1212,1,Grand-Lancy 1,Grand-Lancy 1,GE,2,,0,412,6628,19960610
415,20,1213,0,Petit-Lancy,Petit-Lancy,GE,2,,1,7166,6628,19881222
416,30,1213,1,Petit-Lancy 1,Petit-Lancy 1,GE,2,,0,416,6628,19960610
417,30,1213,2,Petit-Lancy 2,Petit-Lancy 2,GE,2,,0,417,6628,19960610
418,10,1213,3,Onex,Onex,GE,2,,1,7166,6631,19960610
420,10,1214,0,Vernier,Vernier,GE,2,,1,7668,6643,19881222
421,20,1215,0,Genève,Genève 15 Aéroport,GE,2,,1,422,6630,20100501
422,30,1215,68,Genève 15 Dépôt,Genève 15 Aéroport Dépôt,GE,2,,0,422,6630,19980302
423,10,1216,0,Cointrin,Cointrin,GE,2,,1,7165,6630,19960610
424,20,1217,0,Meyrin,Meyrin,GE,2,,1,7168,6630,19860521
425,30,1217,1,Meyrin 1,Meyrin 1,GE,2,,0,425,6630,19960610
426,30,1217,2,Meyrin 2,Meyrin 2,GE,2,,0,426,6630,19960610
428,10,1218,0,Le Grand-Saconnex,Le Grand-Saconnex,GE,2,,1,7165,6623,19960610
429,10,1219,0,Le Lignon,Le Lignon,GE,2,,1,7167,6643,19960610
430,10,1219,10,Aïre,Aïre,GE,2,,1,7167,6643,20090901
432,10,1219,12,Châtelaine,Châtelaine,GE,2,,1,7167,6643,20090901
435,20,1220,0,Les Avanchets,Les Avanchets,GE,2,,1,7165,6643,19880901
436,10,1222,0,Vésenaz,Vésenaz,GE,2,,1,7741,6616,19880901
438,10,1223,0,Cologny,Cologny,GE,2,,1,8020,6617,19860521
439,10,1224,0,Chêne-Bougeries,Chêne-Bougeries,GE,2,,1,7163,6612,19960610
440,10,1225,0,Chêne-Bourg,Chêne-Bourg,GE,2,,1,7163,6613,19960610
442,10,1226,0,Thônex,Thônex,GE,2,,1,7163,6640,19960610
443,10,1227,0,Carouge GE,Carouge GE,GE,2,,1,7162,6608,19930610
444,20,1227,4,Les Acacias,Les Acacias,GE,2,,1,7162,6608,19880901
447,10,1228,0,Plan-les-Ouates,Plan-les-Ouates,GE,2,,1,7337,6633,19960610
448,10,1231,0,Conches,Conches,GE,2,,1,7163,6612,19960610
449,10,1232,0,Confignon,Confignon,GE,2,,1,7667,6618,19960610
450,10,1233,0,Bernex,Bernex,GE,2,,1,7667,6607,19881101
452,10,1234,0,Vessy,Vessy,GE,2,,1,7162,6645,19930610
453,10,1236,0,Cartigny,Cartigny,GE,2,,0,7166,6609,19960806
454,10,1237,0,Avully,Avully,GE,2,,1,7166,6603,19940510
455,10,1239,0,Collex,Collex,GE,2,,0,455,6615,19960806
456,10,1241,0,Puplinge,Puplinge,GE,2,,1,7163,6636,19930805
457,10,1242,0,Satigny,Satigny,GE,2,,1,7168,6638,19960806
458,20,1243,0,Presinge,Presinge,GE,2,,0,7163,6635,20010813
459,20,1244,0,Choulex,Choulex,GE,2,,1,7741,6614,20010701
460,10,1245,0,Collonge-Bellerive,Collonge-Bellerive,GE,2,,1,7741,6616,19860521
461,10,1246,0,Corsier GE,Corsier GE,GE,2,,1,461,6619,20020201
462,10,1247,0,Anières,Anières,GE,2,,1,7741,6602,20020201
463,10,1248,0,Hermance,Hermance,GE,2,,0,7741,6625,19860521
464,20,1251,0,Gy,Gy,GE,2,,1,7163,6624,20111201
465,10,1252,0,Meinier,Meinier,GE,2,,1,7163,6629,20081101
466,10,1253,0,Vandoeuvres,Vandoeuvres,GE,2,,1,8020,6642,19860521
467,10,1254,0,Jussy,Jussy,GE,2,,0,7163,6626,19860521
468,10,1255,0,Veyrier,Veyrier,GE,2,,1,7162,6645,19860521
469,10,1256,0,Troinex,Troinex,GE,2,,1,7162,6641,19860521
470,10,1257,0,La Croix-de-Rozon,La Croix-de-Rozon,GE,2,,1,7337,6605,19941221
471,10,1258,0,Perly,Perly,GE,2,,1,7337,6632,19860521
472,20,1260,0,Nyon,Nyon,VD,2,,1,473,5724,19941221
473,80,1260,60,Nyon 1 Dist,Nyon 1 Distribution,VD,2,,0,473,5724,19990408
478,10,1277,0,Borex,Borex,VD,2,,0,478,5706,19960806
479,20,1278,0,La Rippe,La Rippe,VD,2,,0,478,5726,20030901
480,10,1279,0,Chavannes-de-Bogis,Chavannes-de-Bogis,VD,2,,1,523,5707,19941220
482,20,1274,3,Grens,Grens,VD,2,,0,484,5722,19980818
483,20,1275,0,Chéserex,Chéserex,VD,2,,0,484,5709,20031001
484,10,1276,0,Gingins,Gingins,VD,2,,0,484,5719,19960806
485,10,1270,0,Trélex,Trélex,VD,2,,0,473,5730,19960806
486,20,1271,0,Givrins,Givrins,VD,2,,0,473,5720,20030701
487,10,1272,0,Genolier,Genolier,VD,2,,0,7164,5718,19960806
488,20,1273,2,Le Muids,Le Muids,VD,2,,0,489,5702,20021101
489,10,1273,0,Arzier,Arzier,VD,2,,0,489,5702,19960806
490,20,1268,2,Burtigny,Burtigny,VD,2,,0,504,5854,20040801
491,10,1261,32,Marchissy,Marchissy,VD,2,,0,492,5430,19860521
492,10,1261,33,Le Vaud,Le Vaud,VD,2,,0,492,5731,19960806
493,20,1269,0,Bassins,Bassins,VD,2,,0,492,5703,20020201
494,20,1261,35,Longirod,Longirod,VD,2,,0,492,5429,20011201
495,10,1188,2,St-George,St-George,VD,2,,0,320,5434,20020501
496,20,1262,0,Eysins,Eysins,VD,2,,0,473,5716,20040901
497,20,1263,0,Crassier,Crassier,VD,2,,0,478,5714,20020701
498,10,1264,0,St-Cergue,St-Cergue,VD,2,,0,498,5727,19960806
500,20,1265,0,La Cure,La Cure,VD,2,,0,498,5727,20111201
501,10,1266,0,Duillier,Duillier,VD,2,,0,473,5715,19960806
503,30,1267,0,Vich-Coinsins,Vich-Coinsins,VD,2,,0,503,5732,20050301
504,10,1268,0,Begnins,Begnins,VD,2,,1,504,5704,19930618
506,20,1281,0,Russin,Russin,GE,2,,1,7168,6637,20031001
507,20,1283,1,Dardagny,Dardagny,GE,2,,1,7168,6620,20031001
508,10,1283,0,La Plaine,La Plaine,GE,2,,1,7168,6620,20031001
509,20,1284,0,Chancy,Chancy,GE,2,,0,7166,6611,20120101
510,10,1285,0,Athenaz (Avusy),Athenaz (Avusy),GE,2,,1,7166,6604,20031001
511,20,1286,0,Soral,Soral,GE,2,,0,7166,6639,20031201
512,20,1287,0,Laconnex,Laconnex,GE,2,,1,7166,6627,20031001
513,10,1288,0,Aire-la-Ville,Aire-la-Ville,GE,2,,1,7166,6601,20010502
515,10,1290,0,Versoix,Versoix,GE,2,,1,7169,6644,19960508
516,20,1291,0,Commugny,Commugny,VD,2,,1,8398,5711,20020301
517,10,1292,0,Chambésy,Chambésy,GE,2,,1,517,6634,19860521
518,10,1293,0,Bellevue,Bellevue,GE,2,,1,7169,6606,19931215
519,10,1294,0,Genthod,Genthod,GE,2,,1,7169,6622,20050101
521,30,1295,0,Mies-Tannay,Mies-Tannay,VD,2,,0,521,5723,20050301
522,10,1296,0,Coppet,Coppet,VD,2,,1,8398,5712,19860521
523,10,1297,0,Founex,Founex,VD,2,,1,523,5717,19960802
524,20,1298,0,Céligny,Céligny,GE,2,,1,525,6610,20020901
525,10,1299,0,Crans-près-Céligny,Crans-près-Céligny,VD,2,,1,525,5713,19860521
526,10,1302,0,Vufflens-la-Ville,Vufflens-la-Ville,VD,2,,0,8227,5503,19860521
528,10,1304,0,Cossonay-Ville,Cossonay-Ville,VD,2,,1,8227,5477,19981027
529,20,1304,2,Dizy,Dizy,VD,2,,1,8227,5481,19951026
530,20,1307,0,Lussery-Villars,Lussery-Villars,VD,2,,0,8227,5487,19990211
531,10,1305,0,Penthalaz,Penthalaz,VD,2,,1,8227,5495,19960806
532,10,1315,0,La Sarraz,La Sarraz,VD,2,,1,8227,5498,20090401
533,20,1317,0,Orny,Orny,VD,2,,0,8227,5493,20020501
534,20,1316,0,Chevilly,Chevilly,VD,2,,0,8227,5476,19990318
535,10,1337,0,Vallorbe,Vallorbe,VD,2,,1,535,5764,19960520
538,10,1338,0,Ballaigues,Ballaigues,VD,2,,1,535,5744,20080701
540,10,1341,0,Orient,Orient,VD,2,,1,8219,5872,20040601
541,10,1346,0,Les Bioux,Les Bioux,VD,2,,1,8219,5871,20080701
542,20,1344,0,L'Abbaye,L'Abbaye,VD,2,,0,543,5871,20020301
543,10,1342,0,Le Pont,Le Pont,VD,2,,0,543,5871,19860521
544,20,1343,0,Les Charbonnières,Les Charbonnières,VD,2,,0,543,5873,20010201
545,10,1345,0,Le Lieu,Le Lieu,VD,2,,1,8219,5873,20080701
546,10,1347,0,Le Sentier,Le Sentier,VD,2,,1,8219,5872,19980911
550,10,1348,0,Le Brassus,Le Brassus,VD,2,,1,8219,5872,19970818
553,10,1306,0,Daillens,Daillens,VD,2,,1,8227,5480,20080701
554,10,1303,0,Penthaz,Penthaz,VD,2,,1,8227,5496,20050801
555,20,1308,0,La Chaux-Cossonay,La Chaux (Cossonay),VD,2,,0,8227,5474,20010906
556,20,1148,4,Cuarnens,Cuarnens,VD,2,,0,290,5479,20031001
557,20,1313,0,Ferreyres,Ferreyres,VD,2,,1,8227,5483,20090401
558,20,1148,8,Moiry VD,Moiry VD,VD,2,,0,290,5490,20031001
559,20,1321,0,Arnex-sur-Orbe,Arnex-sur-Orbe,VD,2,,0,7240,5743,20110501
560,10,1318,0,Pompaples,Pompaples,VD,2,,0,8227,5497,19880529
561,10,1312,0,Eclépens,Eclépens,VD,2,,0,8227,5482,19880529
562,20,1329,0,Bretonnières,Bretonnières,VD,2,,0,7240,5748,19950621
563,20,1322,0,Croy,Croy,VD,2,,0,564,5752,20030401
564,10,1323,0,Romainmôtier,Romainmôtier,VD,2,,0,564,5761,19880529
565,20,1324,0,Premier,Premier,VD,2,,0,566,5759,19990505
566,10,1325,0,Vaulion,Vaulion,VD,2,,0,566,5765,19880529
567,20,1326,0,Juriens,Juriens,VD,2,,0,564,5754,20030401
568,20,1148,6,La Praz,La Praz,VD,2,,0,290,5758,20031001
569,20,1148,5,Mont-la-Ville,Mont-la-Ville,VD,2,,0,290,5491,20090401
571,10,1350,0,Orbe,Orbe,VD,2,,1,7240,5757,19860521
